,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
205,Tyrese Haliburton,SAC,G,21,39,33.9,70.6,17.5,15.7,60,0.817,248,0.48,182,0.445,0.559,0.581,13.6,4.0,6.2,6.8,29.3,1.64,0.72,2.18,8.5,116.5,113.1
206,Tyler Hall,NYK,G,24,1,1.9,4.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,R.J. Hampton,ORL,G,20,36,19.6,40.8,20.1,15.3,73,0.603,148,0.399,97,0.371,0.461,0.487,7.5,2.8,7.7,2.5,19.8,0.56,0.19,1.39,7.6,95.5,108.9
208,Tim Hardaway Jr.,DAL,G-F,29,33,30.7,64.0,21.8,4.7,81,0.741,188,0.468,247,0.336,0.489,0.515,14.7,3.9,7.0,2.5,12.5,0.94,0.18,0.7,6.8,107.0,105.2
209,James Harden,BKN,G,32,33,36.6,76.3,28.3,20.0,268,0.869,277,0.487,237,0.329,0.49,0.583,22.3,8.1,11.7,9.7,39.1,1.33,0.67,4.79,13.2,111.2,103.2
210,Maurice Harkless,SAC,F-G,28,28,18.8,39.1,10.0,14.5,13,0.692,42,0.667,58,0.276,0.52,0.534,4.0,2.3,6.6,0.5,3.8,0.43,0.54,0.64,3.5,96.8,109.4
211,Jared Harper,NOP,G,24,2,5.3,10.9,32.5,12.5,0,0.0,5,0.4,2,0.5,0.5,0.5,3.5,0.5,5.1,1.5,55.7,0.0,0.5,0.5,10.4,109.1,100.4
212,Montrezl Harrell,WAS,F-C,27,33,25.4,52.9,20.4,9.9,155,0.742,269,0.658,10,0.3,0.651,0.688,14.5,7.3,15.7,2.2,14.2,0.52,0.61,1.15,9.7,136.0,105.8
213,Gary Harris,ORL,G,27,33,29.2,60.9,17.2,11.5,57,0.842,163,0.528,150,0.367,0.538,0.569,11.7,2.4,4.4,1.9,10.4,0.88,0.18,1.33,5.2,108.6,111.2
214,Joe Harris,BKN,G-F,30,14,30.2,62.9,14.6,11.2,6,0.833,36,0.417,88,0.466,0.617,0.624,11.3,4.0,7.0,1.0,4.6,0.5,0.14,1.14,4.7,110.1,106.1
215,Shaquille Harrison,BKN,G,28,2,11.3,23.5,15.4,25.0,0,0.0,4,0.5,2,0.0,0.333,0.333,2.0,2.0,9.4,1.5,17.4,0.5,0.5,1.0,6.4,74.8,97.5
216,Tobias Harris,PHI,F,29,29,35.0,72.9,24.1,8.7,118,0.856,335,0.51,107,0.299,0.495,0.546,18.6,7.7,12.0,3.9,18.1,0.52,0.59,1.62,9.4,111.5,107.1
217,Isaiah Hartenstein,LAC,C-F,23,29,16.4,34.2,17.7,15.1,49,0.653,139,0.662,3,0.667,0.669,0.679,7.7,4.7,14.9,1.9,18.6,0.83,1.28,1.0,10.0,131.2,91.9
218,Josh Hart,NOP,G,26,31,32.8,68.3,16.3,15.7,104,0.76,190,0.6,91,0.341,0.571,0.612,12.9,7.4,12.1,4.4,20.5,0.9,0.35,1.97,9.1,118.6,105.3
219,Udonis Haslem,MIA,F,41,8,6.5,13.5,19.9,8.6,3,1.0,18,0.5,2,0.5,0.525,0.563,3.0,2.1,18.3,0.3,6.2,0.13,0.13,0.25,7.6,114.2,83.9
220,Sam Hauser,BOS,F,24,7,4.5,9.4,15.3,0.0,0,0.0,0,0.0,11,0.273,0.409,0.409,1.3,0.6,6.8,0.1,4.5,0.14,0.14,0.0,3.8,95.3,110.0
221,Jaxson Hayes,NOP,C-F,21,27,13.3,27.6,19.1,11.2,57,0.789,103,0.583,14,0.286,0.564,0.623,6.6,3.6,14.7,0.4,4.5,0.3,0.63,0.67,6.4,121.6,99.9
222,Killian Hayes,DET,G,20,28,25.9,53.9,14.2,18.7,29,0.862,101,0.376,82,0.305,0.413,0.45,6.3,3.0,6.3,3.6,21.1,1.14,0.43,1.61,6.3,92.9,105.0
223,Gordon Hayward,CHA,F,31,39,33.1,69.0,21.1,10.4,142,0.859,336,0.503,179,0.38,0.526,0.575,17.0,4.8,7.7,3.7,15.9,0.87,0.51,1.72,8.1,114.0,114.0
224,Aaron Henry,PHI,F,22,5,2.8,5.9,19.2,33.3,0,0.0,3,0.333,1,0.0,0.25,0.25,0.4,0.2,3.9,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0
225,Juancho Hernangomez,BOS,F,26,18,5.3,11.1,16.9,16.2,9,0.667,9,0.222,18,0.167,0.241,0.307,1.1,1.4,14.0,0.2,4.2,0.22,0.11,0.33,5.1,73.7,102.5
226,Willy Hernangomez,NOP,C-F,27,22,15.5,32.4,20.9,11.9,51,0.706,122,0.557,3,0.667,0.568,0.604,8.1,7.0,24.3,1.3,13.8,0.36,0.23,0.91,10.8,123.7,99.9
227,Tyler Herro,MIA,G,21,34,32.8,68.4,29.9,13.0,99,0.869,376,0.452,237,0.388,0.502,0.535,20.6,4.9,8.4,3.9,20.5,0.59,0.15,2.88,8.9,102.4,107.7
228,Buddy Hield,SAC,G,29,41,29.3,61.0,22.8,10.1,77,0.87,153,0.412,389,0.378,0.523,0.55,15.5,3.8,6.9,2.0,10.5,0.85,0.32,1.59,6.7,106.0,110.9
229,Haywood Highsmith,MIA,F,25,4,10.4,21.7,8.5,0.0,0,0.0,1,0.0,7,0.571,0.75,0.75,3.0,1.3,6.7,0.0,0.0,0.0,0.25,0.0,0.0,152.9,107.3
230,George Hill,MIL,G,35,33,25.6,53.3,12.1,13.0,38,0.947,100,0.57,91,0.308,0.518,0.563,7.1,3.2,6.5,2.4,12.6,0.79,0.15,0.94,5.9,116.5,107.6
231,Malcolm Hill,ATL,F,26,3,15.3,31.9,9.3,0.0,4,1.0,3,0.667,5,0.6,0.813,0.871,5.7,2.0,7.1,0.3,2.9,1.33,0.33,0.0,3.9,183.5,98.2
232,Solomon Hill,ATL,F,30,13,10.7,22.3,6.6,4.8,0,0.0,7,0.143,13,0.154,0.2,0.2,0.6,1.8,8.9,0.9,10.4,0.31,0.15,0.08,3.7,86.7,105.2
233,Nate Hinton,IND,G-F,22,2,1.2,2.5,36.3,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
234,Jaylen Hoard,OKC,F,22,1,1.8,3.8,24.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,2.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Aaron Holiday,WAS,G,25,33,16.7,34.8,17.7,14.1,24,0.792,126,0.516,52,0.365,0.525,0.546,6.2,1.6,5.1,1.9,16.9,0.58,0.24,0.94,6.4,103.6,106.4
236,Jrue Holiday,MIL,G,31,33,33.1,69.0,24.1,14.8,79,0.709,334,0.554,157,0.382,0.56,0.576,18.4,4.6,7.3,6.7,32.6,1.61,0.61,2.76,10.0,113.8,106.0
237,Justin Holiday,IND,F-G,32,34,28.3,58.9,15.8,9.2,25,0.8,75,0.507,231,0.359,0.531,0.544,10.1,2.8,5.5,1.5,7.7,0.59,0.26,0.94,4.9,105.5,108.7
238,Richaun Holmes,SAC,F,28,27,26.1,54.5,16.6,14.2,62,0.806,204,0.696,4,0.5,0.697,0.723,12.6,8.7,17.7,1.3,7.9,0.3,1.04,1.44,8.0,132.8,102.6
239,Rodney Hood,MIL,G-F,29,31,16.2,33.7,10.7,5.6,14,0.929,42,0.429,70,0.3,0.442,0.474,3.6,1.9,6.3,0.8,6.5,0.35,0.06,0.23,4.4,106.0,108.7
240,Scotty Hopson,OKC,G-F,32,1,17.7,36.9,14.6,33.3,0,0.0,3,0.667,1,0.0,0.5,0.5,4.0,1.0,2.9,1.0,8.7,0.0,0.0,2.0,3.6,69.3,111.4
241,Al Horford,BOS,C-F,35,31,29.7,61.8,17.0,9.9,64,0.859,157,0.561,135,0.281,0.497,0.539,11.1,7.6,13.8,3.8,19.5,0.71,1.55,1.13,9.2,117.3,102.4
242,Talen Horton-Tucker,LAL,G,21,24,28.3,59.0,19.2,11.5,55,0.836,169,0.485,76,0.224,0.439,0.485,10.9,4.0,7.4,2.8,14.1,1.04,0.42,1.46,7.0,99.1,103.2
243,Danuel House Jr.,HOU,F-G,28,16,14.5,30.3,18.3,17.9,19,0.895,40,0.375,34,0.294,0.405,0.467,4.8,2.7,10.1,1.2,11.8,0.31,0.31,1.13,6.9,88.8,111.2
244,Danuel House Jr.,NYK,F-G,28,1,3.4,7.1,13.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Dwight Howard,LAL,C-F,36,30,14.9,31.1,13.4,17.2,58,0.621,82,0.585,8,0.75,0.633,0.649,5.0,5.5,19.1,0.6,5.5,0.77,0.63,0.8,6.8,124.7,95.0
246,Markus Howard,DEN,G,22,16,7.2,15.1,27.6,8.4,8,0.875,16,0.25,46,0.391,0.5,0.527,4.3,0.3,2.4,0.3,6.7,0.38,0.0,0.38,4.0,96.6,104.3
247,Kevin Huerter,ATL,G-F,23,31,28.1,58.6,17.3,11.8,21,0.762,149,0.57,148,0.378,0.569,0.578,11.4,3.5,6.7,2.7,13.9,0.45,0.23,1.32,6.8,110.9,111.3
248,Jay Huff,LAL,C,24,4,5.1,10.6,8.4,25.0,0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,1.0,10.3,0.3,5.8,0.25,0.25,0.25,0.0,33.8,106.9
249,Elijah Hughes,UTA,G,23,10,6.2,12.8,17.0,16.4,3,1.0,5,0.6,14,0.5,0.711,0.738,3.0,0.9,7.9,0.4,9.3,0.2,0.0,0.4,6.6,124.3,104.6
250,De'Andre Hunter,ATL,F-G,24,11,27.8,58.0,18.4,10.8,10,0.4,73,0.479,38,0.395,0.518,0.516,10.8,2.7,5.3,0.6,3.3,0.64,0.27,1.27,3.7,94.1,107.7
251,Chandler Hutchison,PHX,F-G,25,6,3.7,7.8,13.2,58.1,2,1.0,2,0.5,0,0.0,0.5,0.694,0.7,0.8,11.7,0.3,10.7,0.0,0.0,0.67,6.0,0.0,0.0
252,Bones Hyland,DEN,G,21,27,17.2,35.8,24.1,10.0,32,0.875,82,0.439,130,0.323,0.467,0.5,8.4,2.2,7.1,1.6,14.3,0.56,0.22,0.93,7.2,97.8,101.0
253,Serge Ibaka,LAC,F,32,21,15.5,32.2,18.8,17.2,21,0.667,70,0.486,36,0.389,0.519,0.538,5.9,3.9,13.2,1.2,12.1,0.19,0.57,1.14,7.8,102.2,98.3
254,Andre Iguodala,GSW,G-F,37,19,20.6,42.9,10.9,15.3,12,0.75,30,0.733,48,0.25,0.513,0.534,4.7,3.6,9.5,4.3,27.6,0.68,0.63,0.79,8.1,125.9,102.7
255,Joe Ingles,UTA,F-G,34,36,25.2,52.6,13.2,15.8,18,0.778,49,0.612,178,0.376,0.575,0.585,7.6,2.9,6.3,3.6,18.8,0.56,0.14,1.22,6.8,118.2,105.4
256,Brandon Ingram,NOP,F,24,30,34.6,72.0,29.5,11.7,162,0.815,418,0.483,144,0.326,0.485,0.535,22.6,6.2,9.7,5.0,25.7,0.6,0.33,2.8,10.3,106.3,110.2
257,Kyrie Irving,BKN,G,29,1,32.0,66.7,28.1,9.6,4,1.0,15,0.6,2,0.0,0.529,0.586,22.0,3.0,5.0,4.0,22.0,3.0,1.0,2.0,8.0,112.3,100.2
258,Wes Iwundu,ATL,F,27,3,27.4,57.1,11.0,4.8,4,0.75,13,0.385,5,0.6,0.528,0.557,7.3,4.3,8.5,0.0,0.0,0.33,0.0,0.33,0.0,115.1,108.3
259,Jaren Jackson Jr.,MEM,F-C,22,40,27.5,57.2,25.7,9.9,166,0.837,307,0.476,231,0.316,0.475,0.532,16.3,5.4,10.3,1.2,6.2,1.03,1.9,1.68,6.9,106.1,99.0
260,Frank Jackson,DET,G,23,33,22.7,47.3,20.3,7.6,53,0.83,119,0.513,186,0.333,0.505,0.536,10.7,1.5,3.7,0.9,7.0,0.48,0.24,0.82,4.3,103.9,110.4
261,Isaiah Jackson,IND,F,20,9,5.5,11.4,18.2,4.8,6,0.5,17,0.412,0,0.0,0.412,0.433,1.9,1.7,16.8,0.0,0.0,0.22,0.22,0.11,0.0,100.5,92.8
262,Josh Jackson,DET,G-F,24,29,18.2,37.9,19.7,12.3,41,0.683,107,0.523,88,0.284,0.479,0.505,7.4,3.2,9.5,1.4,13.2,0.52,0.38,1.03,7.1,97.5,104.5
263,Justin Jackson,BOS,F,26,1,2.0,4.2,41.3,0.0,2,1.0,1,0.0,0,0.0,0.0,0.532,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Justin Jackson,PHX,F,26,3,7.8,16.3,14.7,12.5,0,0.0,2,1.0,5,0.6,0.929,0.929,4.3,2.0,13.4,0.0,0.0,0.0,0.0,0.33,0.0,144.4,99.7
265,Reggie Jackson,LAC,G,31,36,32.1,66.8,26.4,11.2,69,0.841,306,0.438,282,0.333,0.468,0.492,16.9,3.4,5.6,3.9,20.0,0.72,0.14,2.17,7.6,96.9,106.8
266,LeBron James,LAL,F,37,28,36.9,76.9,30.5,12.6,159,0.78,352,0.619,222,0.365,0.591,0.623,28.7,7.4,10.5,6.6,31.8,1.79,1.18,3.32,12.1,117.4,104.8
267,DeJon Jarreau,IND,G,23,1,0.9,1.9,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,DaQuan Jeffries,MEM,G-F,24,3,2.9,6.1,9.5,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,0.7,0.7,12.1,0.3,15.0,0.0,0.0,0.0,7.3,0.0,0.0
269,Ty Jerome,OKC,G-F,24,30,14.9,30.9,22.3,10.0,36,0.806,91,0.505,100,0.29,0.469,0.503,6.9,1.6,5.3,1.6,18.5,0.63,0.1,0.77,7.0,102.6,104.3
270,Isaiah Joe,PHI,G,22,23,11.7,24.3,16.1,7.3,15,0.933,20,0.35,62,0.339,0.47,0.514,4.0,1.3,6.4,0.7,8.4,0.22,0.09,0.3,5.3,103.9,108.3
271,Alize Johnson,CHI,F,25,16,7.5,15.7,12.4,23.5,7,0.571,21,0.571,2,0.0,0.522,0.537,1.8,2.3,16.5,0.5,8.7,0.19,0.0,0.5,6.8,112.5,98.9
272,Alize Johnson,WAS,F,25,3,6.1,12.6,23.0,31.8,1,0.0,4,0.5,2,0.0,0.333,0.311,1.3,4.0,35.9,0.0,0.0,0.0,0.0,1.0,0.0,73.3,110.3
273,BJ Johnson,ORL,F,26,4,16.2,33.6,16.8,0.0,0,0.0,15,0.467,10,0.4,0.52,0.52,6.5,3.8,12.4,0.0,0.0,0.0,0.25,0.0,0.0,113.7,111.6
274,Cameron Johnson,PHX,F,25,39,25.6,53.4,17.2,6.7,57,0.825,123,0.496,226,0.438,0.6,0.623,11.9,4.3,8.7,1.3,6.9,0.85,0.26,0.69,6.3,120.8,102.4
275,David Johnson,TOR,G,20,2,1.0,2.1,21.3,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,James Johnson,BKN,F,34,25,18.8,39.2,12.5,12.6,16,0.375,85,0.553,26,0.269,0.518,0.513,4.8,3.7,10.4,1.9,13.6,0.48,0.44,0.68,6.9,109.3,100.6
277,Jalen Johnson,ATL,F,20,10,5.0,10.3,19.0,9.2,6,0.667,11,0.545,6,0.333,0.529,0.56,2.2,1.3,14.2,0.1,2.9,0.0,0.0,0.2,5.3,103.6,109.4
278,Joe Johnson,BOS,G-F,40,1,2.0,4.2,21.9,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Keldon Johnson,SAS,F-G,22,36,30.9,64.3,20.5,9.3,105,0.686,315,0.457,127,0.441,0.516,0.541,14.7,6.5,10.9,1.7,7.7,0.83,0.14,1.39,7.1,105.3,107.0
280,Keon Johnson,LAC,G,19,14,9.4,19.7,21.6,10.7,21,0.762,39,0.359,10,0.3,0.378,0.455,3.8,1.5,8.3,0.9,14.5,0.43,0.14,0.5,7.3,97.3,93.9
281,Stanley Johnson,LAL,F-G,25,6,24.2,50.4,9.9,9.0,10,0.9,9,0.889,17,0.235,0.538,0.609,6.2,2.7,5.8,1.5,8.1,1.33,0.5,0.5,4.8,123.6,94.9
282,Tyler Johnson,PHI,G,29,3,12.7,26.5,13.0,9.1,0,0.0,3,0.333,7,0.429,0.55,0.55,3.7,2.0,8.7,0.7,7.4,0.33,0.33,0.33,5.4,108.8,102.8
283,Nikola Jokic,DEN,C,26,32,32.7,68.1,32.6,15.3,173,0.763,435,0.634,138,0.355,0.61,0.64,26.0,14.0,23.8,7.0,40.9,1.34,0.84,3.66,16.7,120.7,98.3
284,Derrick Jones Jr.,CHI,F,24,28,17.7,36.9,13.0,10.2,44,0.841,81,0.667,31,0.387,0.643,0.689,6.5,3.4,10.5,0.6,4.4,0.5,0.82,0.54,5.3,135.8,99.1
285,Carlik Jones,DAL,G,24,3,6.4,13.3,25.3,27.6,2,1.0,6,0.0,1,0.0,0.0,0.127,0.7,1.0,8.5,1.7,32.2,0.33,0.0,1.0,6.6,50.8,110.5
286,Carlik Jones,DEN,G,24,2,2.0,4.2,22.3,0.0,0,0.0,2,0.5,0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Damian Jones,SAC,C,26,25,14.1,29.5,16.3,19.2,46,0.717,78,0.667,11,0.273,0.635,0.668,5.8,4.2,15.9,0.8,7.9,0.12,0.44,1.04,7.6,121.2,101.7
288,Herbert Jones,NOP,F,23,36,28.6,59.6,13.0,12.4,60,0.817,195,0.513,53,0.34,0.512,0.552,8.4,3.8,7.2,1.9,9.6,1.47,1.03,1.08,5.5,111.7,104.4
289,Jemerrio Jones,LAL,F,26,2,7.4,15.3,8.7,0.0,0,0.0,3,0.667,0,0.0,0.667,0.667,2.0,1.5,10.7,0.0,0.0,0.5,0.0,0.0,0.0,155.5,99.0
290,Kai Jones,CHA,C-F,20,12,2.8,5.8,16.2,39.2,4,0.25,5,0.8,1,0.0,0.667,0.58,0.8,0.5,9.5,0.2,7.8,0.0,0.0,0.42,6.2,0.0,0.0
291,Mason Jones,LAL,G,23,2,4.4,9.2,48.1,10.1,2,0.5,6,0.333,2,0.0,0.25,0.282,2.5,1.0,11.9,0.0,0.0,0.5,0.0,0.5,0.0,59.7,97.4
292,Tre Jones,SAS,G,22,35,12.6,26.3,15.2,12.6,21,1.0,117,0.521,13,0.154,0.492,0.535,4.3,2.0,8.3,2.3,23.7,0.37,0.0,0.57,8.6,115.4,106.8
293,Tyus Jones,MEM,G,25,40,21.5,44.8,15.7,9.5,36,0.917,177,0.525,101,0.366,0.534,0.562,8.3,2.7,6.6,4.1,26.2,0.9,0.05,0.78,8.4,123.2,111.3
294,DeAndre Jordan,LAL,C,33,27,13.2,27.5,13.1,17.4,17,0.588,83,0.675,0,0.0,0.675,0.674,4.5,5.7,22.7,0.3,3.2,0.33,0.85,0.7,6.0,125.0,94.5
295,Cory Joseph,DET,G,30,28,22.1,46.0,15.1,19.3,50,0.84,98,0.49,56,0.375,0.516,0.571,7.2,2.1,5.2,3.6,25.6,0.75,0.18,1.5,6.9,109.4,108.2
296,Georgios Kalaitzakis,MIL,F,23,9,5.3,11.1,17.0,21.1,9,0.444,7,0.429,4,0.5,0.545,0.535,1.8,0.9,8.8,0.0,0.0,0.11,0.11,0.44,0.0,93.0,96.2
297,Frank Kaminsky,PHX,F-C,28,9,20.1,41.9,19.0,6.3,20,0.9,51,0.608,15,0.333,0.583,0.635,10.6,4.6,11.8,1.4,10.5,0.89,0.78,0.56,8.1,130.4,99.3
298,Luke Kennard,LAC,G,25,35,29.0,60.4,16.0,7.3,33,0.879,109,0.413,220,0.441,0.579,0.597,11.7,3.4,6.1,2.1,10.6,0.69,0.14,0.77,6.0,115.6,106.5
299,George King,DAL,F-G,27,4,4.8,10.0,16.0,14.5,2,0.5,1,0.0,4,0.0,0.0,0.085,0.3,1.3,14.2,0.0,0.0,0.0,0.0,0.25,0.0,16.5,86.2
300,Louis King,SAC,F,22,5,11.0,23.0,22.5,0.0,7,0.857,10,0.4,16,0.313,0.442,0.499,5.8,1.6,7.7,0.2,2.7,0.4,0.0,0.0,4.5,106.3,101.2
301,Corey Kispert,WAS,F,22,34,17.1,35.6,14.6,7.9,31,0.839,71,0.577,91,0.286,0.494,0.529,5.5,2.0,6.3,0.8,6.3,0.29,0.24,0.44,4.8,107.8,113.1
302,Maxi Kleber,DAL,F,29,24,24.5,51.0,13.1,9.9,26,0.731,37,0.595,106,0.349,0.542,0.563,7.3,6.2,13.8,1.0,6.0,0.46,0.88,0.71,5.8,113.5,99.7
303,Brandon Knight,DAL,G,30,3,18.2,37.8,22.6,14.5,8,1.0,7,0.714,13,0.308,0.55,0.638,10.0,2.3,7.0,2.7,22.8,0.33,0.0,1.33,8.7,119.5,101.7
304,Nathan Knight,MIN,F-C,24,20,8.9,18.5,17.1,15.1,38,0.684,38,0.579,7,0.286,0.556,0.616,3.8,2.6,15.1,0.7,11.5,0.15,0.35,0.55,8.6,122.7,97.5
305,Kevin Knox II,NYK,F,22,11,9.6,20.1,19.4,8.6,10,0.7,12,0.417,26,0.385,0.526,0.554,4.3,1.9,10.7,0.3,4.5,0.18,0.09,0.36,5.6,111.8,110.6
306,John Konchar,MEM,G,25,33,16.4,34.1,10.0,11.6,20,0.6,59,0.593,47,0.447,0.627,0.632,4.4,4.0,12.9,1.3,10.6,0.82,0.21,0.45,6.9,131.5,103.5
307,Furkan Korkmaz,PHI,G-F,24,34,22.9,47.8,19.5,8.3,44,0.818,122,0.5,168,0.298,0.469,0.498,9.1,3.1,7.6,2.3,14.7,0.62,0.12,0.82,7.0,102.5,110.7
308,Luke Kornet,CLE,F-C,26,2,7.5,15.5,18.5,0.0,3,0.667,4,0.25,1,0.0,0.2,0.316,2.0,1.5,10.9,0.5,8.8,0.0,0.5,0.0,6.1,96.4,105.8
309,Vit Krejci,OKC,G,21,3,3.1,6.4,18.2,25.8,2,1.0,0,0.0,2,0.0,0.0,0.347,0.7,1.0,16.5,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
310,Arnoldas Kulboka,CHA,F,24,1,2.7,5.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Jonathan Kuminga,GSW,F,19,28,9.7,20.1,23.6,12.9,45,0.6,74,0.568,34,0.265,0.514,0.54,4.9,1.7,9.7,0.3,4.6,0.36,0.11,0.68,5.6,98.1,93.1
312,Kyle Kuzma,WAS,F,26,37,33.1,69.0,21.5,12.7,100,0.69,260,0.538,213,0.319,0.512,0.535,14.9,8.4,13.7,2.9,13.1,0.68,0.68,2.03,8.6,102.2,106.4
313,Jeremy Lamb,IND,G-F,29,27,14.4,29.9,21.5,6.8,48,0.917,77,0.39,80,0.338,0.449,0.519,6.9,2.5,9.7,1.4,13.9,0.44,0.37,0.48,8.0,111.9,106.3
314,Jock Landale,SAS,C,26,21,9.0,18.8,19.8,13.5,16,0.875,44,0.636,26,0.462,0.657,0.688,5.0,1.9,10.9,0.7,10.7,0.1,0.38,0.57,8.4,128.4,105.4
315,Romeo Langford,BOS,G-F,22,31,18.9,39.4,12.4,7.3,23,0.652,81,0.494,62,0.323,0.49,0.506,5.0,3.1,8.7,0.5,4.2,0.61,0.39,0.39,4.2,107.4,105.3
316,Zach LaVine,CHI,G-F,26,34,35.0,73.0,30.2,11.8,162,0.864,397,0.552,256,0.414,0.579,0.619,26.4,4.9,7.8,4.2,20.4,0.56,0.35,2.85,9.3,114.6,109.1
317,Jake Layman,MIN,F,27,17,9.0,18.8,15.2,12.6,8,0.75,22,0.591,23,0.174,0.422,0.453,2.6,1.4,7.9,0.3,4.6,0.29,0.18,0.41,4.6,89.4,108.5
318,Damion Lee,GSW,G-F,29,28,20.7,43.2,16.8,7.1,35,0.857,98,0.531,95,0.347,0.526,0.559,8.3,3.1,8.1,1.0,7.0,0.57,0.14,0.57,5.7,110.3,99.9
319,Saben Lee,DET,G,22,19,15.7,32.7,19.2,13.5,31,0.742,60,0.5,42,0.286,0.471,0.515,6.3,2.4,8.3,2.6,26.7,1.16,0.37,0.95,8.7,105.8,106.6
320,Alex Len,SAC,C,28,25,17.3,36.1,16.5,19.1,44,0.659,99,0.606,17,0.353,0.595,0.617,6.7,4.6,14.0,1.1,9.5,0.28,0.84,1.28,7.5,111.1,98.3
321,Caris LeVert,IND,G,27,28,30.4,63.2,27.2,9.2,93,0.796,299,0.488,142,0.31,0.481,0.517,17.8,3.3,6.0,4.0,21.6,1.04,0.54,1.75,8.1,105.9,108.6
322,Kira Lewis Jr.,NOP,G,20,24,14.2,29.6,22.2,14.7,12,0.833,88,0.523,58,0.224,0.449,0.466,5.9,1.6,6.2,2.0,23.0,0.46,0.04,1.08,7.5,94.6,111.9
323,Scottie Lewis,CHA,G,21,2,3.3,6.9,5.6,0.0,2,0.5,0,0.0,0,0.0,0.0,0.568,0.5,0.0,0.0,0.5,17.1,0.5,0.0,0.0,0.0,0.0,0.0
324,Damian Lillard,POR,G,31,29,36.4,75.9,29.5,11.6,181,0.878,268,0.485,284,0.324,0.486,0.55,24.0,4.1,6.3,7.3,33.5,0.59,0.38,2.86,9.8,112.9,117.4
325,Nassir Little,POR,F-G,21,33,24.6,51.2,15.7,10.6,67,0.701,122,0.59,109,0.312,0.532,0.562,8.9,5.7,12.8,1.1,6.7,0.67,0.85,0.94,6.2,113.6,109.0
326,Isaiah Livers,DET,F,23,1,4.7,9.8,27.3,33.3,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,83.8
327,Kevon Looney,GSW,F,25,38,19.7,41.1,13.4,12.1,55,0.6,178,0.545,1,0.0,0.542,0.559,6.0,6.4,17.7,1.5,10.9,0.45,0.79,0.74,7.8,123.0,91.1
328,Brook Lopez,MIL,C,33,1,28.2,58.8,13.6,0.0,0,0.0,5,0.2,4,0.5,0.444,0.444,8.0,5.0,9.3,0.0,0.0,1.0,3.0,0.0,0.0,104.3,101.1
329,Robin Lopez,ORL,C,33,17,17.8,37.2,19.8,16.6,22,0.591,103,0.592,3,0.0,0.575,0.584,7.9,3.7,11.1,2.0,19.6,0.06,0.59,1.35,8.7,113.8,108.1
330,Didi Louzada,NOP,G,20,2,3.5,7.2,18.6,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,1.0,15.6,0.5,18.1,0.0,0.0,0.0,0.0,0.0,0.0
331,Kevin Love,CLE,F-C,33,31,21.8,45.4,25.5,9.1,102,0.882,119,0.462,195,0.426,0.572,0.626,14.5,7.6,18.9,2.1,15.6,0.35,0.19,1.16,11.3,123.7,100.0
332,Kyle Lowry,MIA,G,35,36,34.3,71.5,19.8,20.6,103,0.845,162,0.562,231,0.325,0.518,0.564,13.7,4.5,7.3,8.4,35.9,0.97,0.36,3.17,9.4,112.7,103.3
333,Timothe Luwawu-Cabarrot,ATL,G-F,26,25,14.2,29.7,14.1,8.7,16,0.813,30,0.4,68,0.353,0.49,0.519,4.4,1.6,5.9,0.8,7.8,0.36,0.16,0.4,5.0,107.2,107.5
